"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006909","phagocytosis","24/449","369/18670",1.11266676639711e-05,0.000186371683371517,0.000148692740600342,"SLAMF1/CD247/PTPRC/ARHGAP25/STAP1/DOCK2/TNF/MYO1G/CD3G/BIN2/NCKAP1L/PLD4/CORO1A/ITGAL/PLCG2/IRF8/VAV1/ICAM3/SIRPG/IGLL5/IL2RB/SH3BP1/WAS/IL2RG",24
"BP","GO:0002200","somatic diversification of immune receptors","10/449","75/18670",1.20043294850438e-05,0.000200162688472337,0.000159695604914158,"PTPRC/CD28/POLQ/TCF7/CCR6/AICDA/BATF/BCL11B/FOXP3/CD40LG",10
"BP","GO:0045576","mast cell activation","9/449","60/18670",1.237666684947e-05,0.000205441519550886,0.000163907209628116,"PIK3CD/CNR2/CD84/RHOH/LCP2/LAT2/RASGRP1/RAC2/BTK",9
"BP","GO:0002687","positive regulation of leukocyte migration","13/449","128/18670",1.30279686240021e-05,0.000213709260889983,0.000170503453735834,"ITGA4/CCR2/CXCL13/RIPOR2/TNF/GPSM3/CCR6/PTK2B/DOCK8/CCL19/NCKAP1L/CCR7/RAC2",13
"BP","GO:0051282","regulation of sequestering of calcium ion","13/449","128/18670",1.30279686240021e-05,0.000213709260889983,0.000170503453735834,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",13
"BP","GO:0001771","immunological synapse formation","5/449","14/18670",1.3164722448311e-05,0.000213709260889983,0.000170503453735834,"DOCK2/DOCK8/CCL19/CD6/CCR7",5
"BP","GO:0043374","CD8-positive, alpha-beta T cell differentiation","5/449","14/18670",1.3164722448311e-05,0.000213709260889983,0.000170503453735834,"RUNX3/EOMES/TNFSF8/NCKAP1L/GPR18",5
"BP","GO:0050862","positive regulation of T cell receptor signaling pathway","5/449","14/18670",1.3164722448311e-05,0.000213709260889983,0.000170503453735834,"LCK/TRAT1/TESPA1/CCR7/KCNN4",5
"BP","GO:0036037","CD8-positive, alpha-beta T cell activation","6/449","23/18670",1.33418526360853e-05,0.000215634767385853,0.000172039678728469,"RUNX3/EOMES/TNFSF8/NCKAP1L/GPR18/LILRB1",6
"BP","GO:0045123","cellular extravasation","9/449","61/18670",1.42136775335061e-05,0.000228722278213842,0.000182481274884314,"PIK3CD/SELL/ITGA4/CCR2/RIPOR2/TNF/JAML/ITGB7/SELPLG",9
"BP","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","9/449","62/18670",1.62779814503707e-05,0.000258553282950931,0.00020628131665556,"PTPRC/CD28/TCF7/CCR6/AICDA/BATF/BCL11B/FOXP3/CD40LG",9
"BP","GO:0016444","somatic cell DNA recombination","9/449","62/18670",1.62779814503707e-05,0.000258553282950931,0.00020628131665556,"PTPRC/CD28/TCF7/CCR6/AICDA/BATF/BCL11B/FOXP3/CD40LG",9
"BP","GO:0045453","bone resorption","9/449","62/18670",1.62779814503707e-05,0.000258553282950931,0.00020628131665556,"GPR55/INPP5D/CARTPT/PTK2B/PTH/CALCA/TNFSF11/ACP5/RAC2",9
"BP","GO:0051208","sequestering of calcium ion","13/449","131/18670",1.67438590863271e-05,0.000263680003132972,0.000210371562879494,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",13
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","13/449","131/18670",1.67438590863271e-05,0.000263680003132972,0.000210371562879494,"NUF2/NEK2/CENPA/TACC3/KIFC1/ESPL1/NUSAP1/AURKB/BIRC5/FSD1/TPX2/MYBL2/KIF4A",13
"BP","GO:0070664","negative regulation of leukocyte proliferation","10/449","78/18670",1.70895670560607e-05,0.00026797895575142,0.000213801392105611,"PLA2G2D/CTLA4/INPP5D/CD86/LST1/PTPN6/TNFRSF13B/LILRB1/FOXP3/BTK",10
"BP","GO:0002407","dendritic cell chemotaxis","6/449","24/18670",1.74296842798741e-05,0.000272154180387018,0.000217132507554364,"CXCR4/CCR2/CCR5/CCR6/CCL19/CCR7",6
"BP","GO:0045089","positive regulation of innate immune response","17/449","214/18670",1.75755580684501e-05,0.000273273972498897,0.000218025910216217,"GBP5/PYHIN1/AIM2/SLAMF6/TXK/NCR3/CARD11/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/NLRC5/PLCG2/VAV1/ICAM3/ZBP1/SH2D1A",17
"BP","GO:0140013","meiotic nuclear division","15/449","172/18670",1.82886826351528e-05,0.000283167208027471,0.000225919020787182,"NUF2/ASPM/NCAPH/BUB1/FANCD2/DAZL/SGO1/MND1/MYBL1/ESPL1/BRCA2/BUB1B/TOP2A/BRIP1/MEI1",15
"BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","18/449","237/18670",1.84161108893014e-05,0.000283947149067262,0.000226541280395591,"FASLG/TRAF5/EDAR/CASP8/TRIM59/TLR6/RHOH/TNIP3/UBD/TNF/CARD11/CCL19/BIRC3/TNFSF11/NLRC3/PRKCB/CCR7/PIM2",18
"BP","GO:0045670","regulation of osteoclast differentiation","9/449","64/18670",2.11800614034875e-05,0.000325202192799381,0.000259455752192722,"IL23R/GPR55/INPP5D/CARTPT/CAMK4/TNF/TNFSF11/POU4F1/LILRB1",9
"BP","GO:0050663","cytokine secretion","18/449","240/18670",2.18058212666157e-05,0.000333420960031032,0.000266012923335478,"MCOLN2/GBP5/PTPN22/CD2/AIM2/TLR10/TLR6/LCP2/TNF/CARD11/CCL19/CRTAM/CLECL1/RASGRP1/CCR7/LILRB1/MIR155/FOXP3",18
"BP","GO:0002335","mature B cell differentiation","6/449","25/18670",2.2470582527799e-05,0.000339361051700571,0.000270752100949709,"DOCK10/PTK2B/CD19/PLCG2/C17orf99/POU2F2",6
"BP","GO:0002507","tolerance induction","6/449","25/18670",2.2470582527799e-05,0.000339361051700571,0.000270752100949709,"ICOS/PDCD1/CCR4/CD3E/AIRE/FOXP3",6
"BP","GO:0050901","leukocyte tethering or rolling","6/449","25/18670",2.2470582527799e-05,0.000339361051700571,0.000270752100949709,"SELL/ITGA4/CCR2/TNF/ITGB7/SELPLG",6
"BP","GO:0060401","cytosolic calcium ion transport","15/449","176/18670",2.40091274867409e-05,0.000361116876688327,0.000288109529840891,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/MS4A1/PTPN6/PLCB2/CD19/CORO1A/PLCG2/P2RX5/CCR7",15
"BP","GO:0002714","positive regulation of B cell mediated immunity","7/449","37/18670",2.44799021190158e-05,0.000362282888789451,0.000289039808152235,"PTPRC/CD28/LTA/TNF/C17orf99/FCER2/BTK",7
"BP","GO:0002891","positive regulation of immunoglobulin mediated immune response","7/449","37/18670",2.44799021190158e-05,0.000362282888789451,0.000289039808152235,"PTPRC/CD28/LTA/TNF/C17orf99/FCER2/BTK",7
"BP","GO:0043029","T cell homeostasis","7/449","37/18670",2.44799021190158e-05,0.000362282888789451,0.000289039808152235,"SIT1/NCKAP1L/CCNB2/CORO1A/JAK3/FOXP3/GPR174",7
"BP","GO:0045730","respiratory burst","7/449","37/18670",2.44799021190158e-05,0.000362282888789451,0.000289039808152235,"PIK3CD/CD52/NCF1B/NCF1/NCF1C/RAC2/CYBB",7
"BP","GO:0002295","T-helper cell lineage commitment","5/449","16/18670",2.76013078277606e-05,0.000405222387829871,0.000323298187305243,"IL23R/SLAMF6/IRF4/BATF/IL12RB1",5
"BP","GO:0032695","negative regulation of interleukin-12 production","5/449","16/18670",2.76013078277606e-05,0.000405222387829871,0.000323298187305243,"SLAMF1/TIGIT/ACP5/JAK3/LILRB1",5
"BP","GO:0002360","T cell lineage commitment","6/449","26/18670",2.86219924170942e-05,0.000416885541727242,0.000332603390143309,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0072539","T-helper 17 cell differentiation","6/449","26/18670",2.86219924170942e-05,0.000416885541727242,0.000332603390143309,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","7/449","38/18670",2.9391523887784e-05,0.000426408525694819,0.000340201103268051,"PTPRC/CR1/CD96/IL7R/PTPN6/LILRB1/FOXP3",7
"BP","GO:0002698","negative regulation of immune effector process","12/449","120/18670",3.26228652117428e-05,0.000471432385510871,0.000376122445970681,"FCRL3/CD84/PTPRC/CR1/CCR2/CD96/IL7R/TNF/PTPN6/JAK3/LILRB1/FOXP3",12
"BP","GO:0046330","positive regulation of JNK cascade","13/449","140/18670",3.40310415606779e-05,0.000487954817708552,0.000389304522133825,"SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",13
"BP","GO:0097553","calcium ion transmembrane import into cytosol","13/449","140/18670",3.40310415606779e-05,0.000487954817708552,0.000389304522133825,"LCK/MCOLN2/FASLG/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",13
"BP","GO:0032715","negative regulation of interleukin-6 production","8/449","53/18670",3.606667451173e-05,0.000513149403767278,0.000409405494457476,"PTPN22/SLAMF1/INPP5D/TNF/PTPN6/NCKAP1L/NLRC3/FOXP3",8
"BP","GO:0070228","regulation of lymphocyte apoptotic process","8/449","53/18670",3.606667451173e-05,0.000513149403767278,0.000409405494457476,"PDCD1/IL7R/DOCK8/CD3G/CD27/AURKB/JAK3/BTK",8
"BP","GO:0051983","regulation of chromosome segregation","11/449","103/18670",3.76089897500085e-05,0.000533035104726082,0.00042527088409625,"NEK2/CENPF/BUB1/TACC3/MKI67/CDCA5/ESPL1/DLGAP5/BUB1B/RMI2/AURKB",11
"BP","GO:0048535","lymph node development","5/449","17/18670",3.83313717975721e-05,0.000541191973463805,0.000431778670823226,"IL7R/LTA/LTB/TOX/CXCR5",5
"BP","GO:0070227","lymphocyte apoptotic process","9/449","69/18670",3.9198130155409e-05,0.000551317212300314,0.000439856880369857,"FASLG/PDCD1/IL7R/DOCK8/CD3G/CD27/AURKB/JAK3/BTK",9
"BP","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/449","40/18670",4.16555556718348e-05,0.000583652937835403,0.000465655261122411,"PTPRC/CR1/IL7R/PTPN6/JAK3/LILRB1/FOXP3",7
"BP","GO:0002709","regulation of T cell mediated immunity","9/449","70/18670",4.40380602054427e-05,0.000612378308894552,0.000488573196241515,"IL23R/PTPRC/CCR2/IL7R/IL12RB1/LILRB1/WAS/FOXP3/SASH3",9
"BP","GO:0032720","negative regulation of tumor necrosis factor production","9/449","70/18670",4.40380602054427e-05,0.000612378308894552,0.000488573196241515,"PTPN22/SLAMF1/PTPN6/GPR18/NLRC3/ACP5/LILRA4/LILRB1/FOXP3",9
"BP","GO:0002690","positive regulation of leukocyte chemotaxis","10/449","87/18670",4.48271123126417e-05,0.000621007176210845,0.000495457557139724,"CCR2/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/NCKAP1L/CCR7/RAC2",10
"BP","GO:0007163","establishment or maintenance of cell polarity","16/449","210/18670",5.12601850777922e-05,0.000704827544819642,0.000562331881077272,"CENPA/RHOH/DOCK2/RIPOR2/PTK2B/ANK1/DOCK8/CCL19/CRB2/CD3G/NCKAP1L/CARMIL2/CCR7/ALPK2/SH3BP1/PARVG",16
"BP","GO:0097529","myeloid leukocyte migration","16/449","210/18670",5.12601850777922e-05,0.000704827544819642,0.000562331881077272,"PIK3CD/MCOLN2/CCR2/STAP1/CXCL13/RIPOR2/PTK2B/CCL19/CALCA/JAML/NCKAP1L/TNFSF11/CCL22/CCR7/VAV1/RAC2",16
"BP","GO:1903046","meiotic cell cycle process","15/449","188/18670",5.17309380651121e-05,0.000708656158996053,0.000565386460637285,"NUF2/ASPM/NCAPH/BUB1/FANCD2/DAZL/SGO1/MND1/MYBL1/ESPL1/BRCA2/BUB1B/TOP2A/BRIP1/MEI1",15
"BP","GO:0002532","production of molecular mediator involved in inflammatory response","9/449","72/18670",5.52436415726637e-05,0.000751191214742679,0.000599322163186832,"GBP5/CD96/TLR6/GPSM3/CD6/NLRC3/ADCY7/P2RX1/BTK",9
"BP","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","9/449","72/18670",5.52436415726637e-05,0.000751191214742679,0.000599322163186832,"PTPN22/SLAMF1/PTPN6/GPR18/NLRC3/ACP5/LILRA4/LILRB1/FOXP3",9
"BP","GO:0072538","T-helper 17 type immune response","6/449","29/18670",5.55519367701406e-05,0.000751315876633323,0.000599421622062949,"IL23R/SLAMF6/IRF4/BATF/IL12RB1/FOXP3",6
"BP","GO:0006816","calcium ion transport","25/449","434/18670",5.56605791915596e-05,0.000751315876633323,0.000599421622062949,"LCK/MCOLN2/FCRL3/CD84/FASLG/PTPRC/CXCR4/CCR5/PTK2B/CCL19/PTH/MS4A1/PTPN6/PLCB2/PRKCB/CD19/CORO1A/PLCG2/TRPV3/P2RX5/P2RX1/ATP2A3/CCR7/KCNN4/LILRB1",25
"BP","GO:0097028","dendritic cell differentiation","7/449","42/18670",5.78311047485826e-05,0.000777765040140609,0.000620523532703769,"CAMK4/IRF4/UBD/CCL19/BATF/CCR7/LILRB1",7
"BP","GO:0045132","meiotic chromosome segregation","10/449","90/18670",6.01212920654489e-05,0.000805625313677016,0.000642751267899709,"NUF2/NCAPH/BUB1/FANCD2/SGO1/ESPL1/BUB1B/TOP2A/BRIP1/MEI1",10
"BP","GO:0046640","regulation of alpha-beta T cell proliferation","6/449","30/18670",6.80403705117121e-05,0.000905157997601657,0.000722161333229002,"PTPRC/ZAP70/CD28/CCR2/CD3E/RASAL3",6
"BP","GO:0050869","negative regulation of B cell activation","6/449","30/18670",6.80403705117121e-05,0.000905157997601657,0.000722161333229002,"CTLA4/INPP5D/TNFRSF13B/SLA2/FOXP3/BTK",6
"BP","GO:0002922","positive regulation of humoral immune response","5/449","19/18670",6.92210047750966e-05,0.000917551807900112,0.000732049474959655,"PTPRC/LTA/TNF/CCR7/FCER2",5
"BP","GO:0050920","regulation of chemotaxis","16/449","217/18670",7.57807820974638e-05,0.0010009038782407,0.000798550176941016,"CXCR4/CCR4/CCR2/STAP1/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/KLRC4-KLRK1/NCKAP1L/GPR18/SEMA7A/CCR7/RAC2",16
"BP","GO:0007162","negative regulation of cell adhesion","19/449","289/18670",7.87378855347837e-05,0.00103353281411406,0.000824582489415288,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/PTPRC/LAX1/CTLA4/TIGIT/CD86/ADTRP/RIPOR2/ADAMDEC1/AKNA/PDE3B/LAG3/PTPN6/JAK3/LILRB1/FOXP3",19
"BP","GO:2000404","regulation of T cell migration","7/449","44/18670",7.88121358930939e-05,0.00103353281411406,0.000824582489415288,"ITGA4/CCR2/CXCL13/RIPOR2/CCR6/DOCK8/AIRE",7
"BP","GO:0007202","activation of phospholipase C activity","6/449","31/18670",8.26703294470366e-05,0.00107646701064428,0.000858836638071688,"GPR55/TXK/ITK/PTH/PLCB2/S1PR4",6
"BP","GO:0051482","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","6/449","31/18670",8.26703294470366e-05,0.00107646701064428,0.000858836638071688,"GPR55/CALCA/GPR18/GPR65/P2RY10/GPR174",6
"BP","GO:0030168","platelet activation","13/449","153/18670",8.56288604283072e-05,0.00111106461506448,0.000886439611476138,"LCK/LCP2/TREML1/TSPAN32/PTPN6/DGKA/PRKCB/PLCG2/P2RX1/GP1BA/PIK3R5/VAV1/CD40LG",13
"BP","GO:0071356","cellular response to tumor necrosis factor","19/449","291/18670",8.62661449439038e-05,0.00111540611971328,0.000889903389947639,"TNFRSF9/TNFRSF8/AIM2/EDAR/CASP8/LTA/TNF/LTB/PTK2B/CCL19/TNFSF8/BIRC3/CD27/TNFSF11/TCL1A/CCL22/TNFRSF13B/CD70/CD40LG",19
"BP","GO:0006310","DNA recombination","19/449","292/18670",9.02637390593841e-05,0.00116172696203602,0.000926859502954108,"PTPRC/NABP1/CD28/POLQ/MND1/IL7R/TCF7/CCR6/AICDA/BRCA2/BATF/BCL11B/BLM/RMI2/TOP2A/BRIP1/WAS/FOXP3/CD40LG",19
"BP","GO:0002577","regulation of antigen processing and presentation","5/449","20/18670",9.04791419550438e-05,0.00116172696203602,0.000926859502954108,"HLA-DOB/HLA-DOA/CCL19/CCR7/WAS",5
"BP","GO:0002820","negative regulation of adaptive immune response","7/449","45/18670",9.14184857719878e-05,0.0011697122224645,0.000933230375589042,"PTPRC/CR1/IL7R/PTPN6/JAK3/LILRB1/FOXP3",7
"BP","GO:0051897","positive regulation of protein kinase B signaling","14/449","176/18670",9.44269674316909e-05,0.00120402551898194,0.000960606519893326,"PIK3CD/LCK/CD28/ICOS/TRAT1/CD86/TNF/CCL19/TNFSF11/CD19/PIK3R5/CCR7/VAV1/RAC2",14
"BP","GO:0002517","T cell tolerance induction","4/449","11/18670",9.52443847275364e-05,0.0012061015729243,0.000962262856010162,"ICOS/CD3E/AIRE/FOXP3",4
"BP","GO:0033089","positive regulation of T cell differentiation in thymus","4/449","11/18670",9.52443847275364e-05,0.0012061015729243,0.000962262856010162,"IL7R/TESPA1/RASGRP1/FOXP3",4
"BP","GO:0035590","purinergic nucleotide receptor signaling pathway","6/449","32/18670",9.96991579918213e-05,0.00125389555358314,0.00100039428155616,"GPR171/GPR87/P2RY13/P2RX5/P2RX1/P2RY10",6
"BP","GO:0045589","regulation of regulatory T cell differentiation","6/449","32/18670",9.96991579918213e-05,0.00125389555358314,0.00100039428155616,"CR1/CD28/CTLA4/FANCD2/LAG3/FOXP3",6
"BP","GO:0034113","heterotypic cell-cell adhesion","8/449","61/18670",0.000101321685671674,0.0012699673867351,0.00101321685671674,"LCK/CD2/PTPRC/ITGA4/TNF/ITGB7/ITGAX/ITGAD",8
"BP","GO:0050921","positive regulation of chemotaxis","12/449","135/18670",0.000103514386467381,0.00129305259027898,0.00103163490242068,"CXCR4/CCR4/CCR2/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/NCKAP1L/CCR7/RAC2",12
"BP","GO:0002437","inflammatory response to antigenic stimulus","7/449","46/18670",0.000105619080083682,0.00131488618279854,0.00104905437650684,"CD28/LTA/TNF/CD6/RASGRP1/CCR7/BTK",7
"BP","GO:0002761","regulation of myeloid leukocyte differentiation","11/449","117/18670",0.000121129403079075,0.00149318890548614,0.00119130946597809,"IL23R/CASP8/GPR55/INPP5D/CARTPT/CAMK4/TNF/TNFSF11/POU4F1/EVI2B/LILRB1",11
"BP","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","7/449","47/18670",0.000121562190405927,0.00149318890548614,0.00119130946597809,"PTPRC/CD28/CCR6/AICDA/BATF/FOXP3/CD40LG",7
"BP","GO:0002208","somatic diversification of immunoglobulins involved in immune response","7/449","47/18670",0.000121562190405927,0.00149318890548614,0.00119130946597809,"PTPRC/CD28/CCR6/AICDA/BATF/FOXP3/CD40LG",7
"BP","GO:0045190","isotype switching","7/449","47/18670",0.000121562190405927,0.00149318890548614,0.00119130946597809,"PTPRC/CD28/CCR6/AICDA/BATF/FOXP3/CD40LG",7
"BP","GO:0007266","Rho protein signal transduction","15/449","203/18670",0.000123207969159583,0.00150837663240221,0.00120342667551221,"GPR55/RHOH/RIPOR2/FGD3/PTH/PLEKHG7/GPR18/GPR65/RASGRF1/VAV1/RAC2/WAS/P2RY10/GPR174/ARHGAP4",15
"BP","GO:0033045","regulation of sister chromatid segregation","9/449","80/18670",0.00012707336703996,0.00155054754153064,0.00123707185131617,"CENPF/BUB1/TACC3/CDCA5/ESPL1/DLGAP5/BUB1B/RMI2/AURKB",9
"BP","GO:0002637","regulation of immunoglobulin production","8/449","63/18670",0.000127786743975077,0.00155410611072,0.00123991098114431,"FCRL3/PTPRC/CD28/TNF/C17orf99/FOXP3/SASH3/CD40LG",8
"BP","GO:1990266","neutrophil migration","11/449","118/18670",0.000130748085621167,0.00158489044576973,0.00126447161752049,"PIK3CD/MCOLN2/CXCL13/RIPOR2/CCL19/JAML/NCKAP1L/CCL22/CCR7/VAV1/RAC2",11
"BP","GO:0038110","interleukin-2-mediated signaling pathway","4/449","12/18670",0.000140156617496038,0.00168783377605522,0.00134660279555016,"PTK2B/JAK3/IL2RB/IL2RG",4
"BP","GO:0045579","positive regulation of B cell differentiation","4/449","12/18670",0.000140156617496038,0.00168783377605522,0.00134660279555016,"INPP5D/CD27/NCKAP1L/BTK",4
"BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","14/449","183/18670",0.000142965828873528,0.00170004824244858,0.00135634785150579,"FASLG/TRAF5/EDAR/CASP8/TLR6/UBD/TNF/CARD11/CCL19/BIRC3/TNFSF11/PRKCB/CCR7/PIM2",14
"BP","GO:0016445","somatic diversification of immunoglobulins","8/449","64/18670",0.000143016270056733,0.00170004824244858,0.00135634785150579,"PTPRC/CD28/POLQ/CCR6/AICDA/BATF/FOXP3/CD40LG",8
"BP","GO:0046579","positive regulation of Ras protein signal transduction","8/449","64/18670",0.000143016270056733,0.00170004824244858,0.00135634785150579,"GPR55/GPR18/GPR65/RASGRP1/RASGRF1/VAV1/P2RY10/GPR174",8
"BP","GO:0048247","lymphocyte chemotaxis","8/449","64/18670",0.000143016270056733,0.00170004824244858,0.00135634785150579,"PIK3CD/CCR2/CXCL13/PTK2B/CCL19/KLRC4-KLRK1/CCL22/CXCR3",8
"BP","GO:0045624","positive regulation of T-helper cell differentiation","5/449","22/18670",0.000147699896105645,0.00175007754710386,0.00139626268344243,"IL23R/CD86/MYB/CCL19/IL12RB1",5
"BP","GO:0006959","humoral immune response","21/449","356/18670",0.000156439205408601,0.00184768741003428,0.00147413866635028,"PTPRC/CR2/CR1/CD28/PDCD1/CCR2/CXCL13/LTA/TNF/CCR6/PAX5/MS4A1/POU2AF1/PTPN6/CD19/CCR7/FCER2/POU2F2/AIRE/IGLL5/SH2D1A",21
"BP","GO:0002534","cytokine production involved in inflammatory response","7/449","49/18670",0.000159312074928776,0.001875607016334,0.00149641373894761,"GBP5/CD96/TLR6/GPSM3/CD6/NLRC3/ADCY7",7
"BP","GO:0046328","regulation of JNK cascade","14/449","185/18670",0.000160293310218013,0.0018811491979407,0.00150083545235974,"PTPN22/SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",14
"BP","GO:0002701","negative regulation of production of molecular mediator of immune response","6/449","35/18670",0.000168016378330162,0.00195930491818559,0.00156319035535024,"FCRL3/CD96/TNF/JAK3/LILRB1/FOXP3",6
"BP","GO:0032735","positive regulation of interleukin-12 production","6/449","35/18670",0.000168016378330162,0.00195930491818559,0.00156319035535024,"IL23R/LTB/CCL19/IRF8/CCR7/CD40LG",6
"BP","GO:0007088","regulation of mitotic nuclear division","13/449","164/18670",0.000172533997500929,0.00200563968703761,0.00160015757934615,"NEK2/CENPF/BUB1/CD28/TACC3/MKI67/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/AURKB/UBE2C",13
"BP","GO:0002718","regulation of cytokine production involved in immune response","9/449","84/18670",0.000185373559915065,0.00214811813926735,0.00171383102562985,"CCR2/CD96/TNF/SEMA7A/JAK3/LILRB1/FOXP3/BTK/SASH3",9
"BP","GO:0007229","integrin-mediated signaling pathway","10/449","103/18670",0.000187926009442141,0.00217086941941783,0.00173198265755453,"ITGA4/FYB1/PTK2B/TSPAN32/ITGB7/SEMA7A/ITGAL/ITGAX/ITGAD/VAV1",10
"BP","GO:0051783","regulation of nuclear division","14/449","188/18670",0.000189679292212382,0.00218427559938321,0.00174267849720126,"NEK2/CENPF/BUB1/CD28/DAZL/TACC3/MKI67/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/AURKB/UBE2C",14
"BP","GO:0035589","G protein-coupled purinergic nucleotide receptor signaling pathway","4/449","13/18670",0.000198611364014971,0.00227292818756263,0.00181340810622365,"GPR171/GPR87/P2RY13/P2RY10",4
"BP","GO:0071352","cellular response to interleukin-2","4/449","13/18670",0.000198611364014971,0.00227292818756263,0.00181340810622365,"PTK2B/JAK3/IL2RB/IL2RG",4
"BP","GO:0030593","neutrophil chemotaxis","10/449","104/18670",0.000203539084876703,0.00232210999309799,0.00185264677875389,"PIK3CD/CXCL13/RIPOR2/CCL19/JAML/NCKAP1L/CCL22/CCR7/VAV1/RAC2",10
"BP","GO:0002224","toll-like receptor signaling pathway","12/449","146/18670",0.000217388397315205,0.00247245754353868,0.00197259842008242,"GFI1/PTPN22/FCRL3/CASP8/TLR10/TLR6/TNIP3/IRF4/BIRC3/LILRA4/TLR7/BTK",12
"BP","GO:0007254","JNK cascade","15/449","214/18670",0.000220028373519922,0.00249478325052588,0.00199041051738021,"PTPN22/SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/CCL19/CD27/TNFSF11/RASGRP1/CCR7/NPHS1/MAP4K1/CD40LG",15
"BP","GO:0002861","regulation of inflammatory response to antigenic stimulus","5/449","24/18670",0.000229124703943852,0.00256633596970545,0.00204749735439187,"CD28/LTA/TNF/CCR7/BTK",5
"BP","GO:0033081","regulation of T cell differentiation in thymus","5/449","24/18670",0.000229124703943852,0.00256633596970545,0.00204749735439187,"IL7R/CAMK4/TESPA1/RASGRP1/FOXP3",5
"BP","GO:0042832","defense response to protozoan","5/449","24/18670",0.000229124703943852,0.00256633596970545,0.00204749735439187,"IRF4/TSPAN32/CCDC88B/BATF/IRF8",5
"BP","GO:0090023","positive regulation of neutrophil chemotaxis","5/449","24/18670",0.000229124703943852,0.00256633596970545,0.00204749735439187,"RIPOR2/CCL19/NCKAP1L/CCR7/RAC2",5
"BP","GO:0038083","peptidyl-tyrosine autophosphorylation","6/449","37/18670",0.000231067370329984,0.00257658405767473,0.00205567357654375,"LCK/TXK/ITK/BLK/PTK2B/BTK",6
"BP","GO:0008037","cell recognition","15/449","215/18670",0.000231438079536048,0.00257658405767473,0.00205567357654375,"TNN/ASTL/CXCR4/DOCK2/NCR3/DOCK8/CCL19/CD6/CD5/CRTAM/HVCN1/CDK5R1/ZPBP2/CCR7/IGLL5",15
"BP","GO:0016447","somatic recombination of immunoglobulin gene segments","7/449","52/18670",0.000233212303788704,0.00258851608271499,0.00206519329258672,"PTPRC/CD28/CCR6/AICDA/BATF/FOXP3/CD40LG",7
"BP","GO:0007052","mitotic spindle organization","10/449","106/18670",0.00023804809281458,0.00263425592198716,0.00210168586448908,"NUF2/NEK2/TACC3/KIFC1/AURKB/BIRC5/FSD1/TPX2/MYBL2/KIF4A",10
"BP","GO:0050766","positive regulation of phagocytosis","8/449","69/18670",0.000243342209204558,0.00268477856562514,0.00214199429659102,"PTPRC/STAP1/DOCK2/TNF/NCKAP1L/SIRPG/IL2RB/IL2RG",8
"BP","GO:0070838","divalent metal ion transport","25/449","479/18670",0.00025928490921418,0.00285213400135598,0.00227551532265578,"LCK/MCOLN2/FCRL3/CD84/FASLG/PTPRC/CXCR4/CCR5/PTK2B/CCL19/PTH/MS4A1/PTPN6/PLCB2/PRKCB/CD19/CORO1A/PLCG2/TRPV3/P2RX5/P2RX1/ATP2A3/CCR7/KCNN4/LILRB1",25
"BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","9/449","88/18670",0.000264400229728038,0.00289974656710661,0.00231350201012034,"TNFRSF8/CD2/PTPRC/CCR2/CD86/CCL19/RASGRP1/CYBB/SASH3",9
